customer_id,customer_name,city,region,segment,acquisition_channel,signup_date
CUST03382,Aarav Kapoor,Mumbai,West,Enterprise,Paid Search,2023-07-25
CUST03383,Kavya Gupta,Ahmedabad,West,Consumer,Referral,2023-11-28
CUST03384,Shreya Patel,Kolkata,East,Enterprise,Organic,2023-07-19
CUST03385,Meera Iyer,Pune,West,Consumer,Email,2023-03-04
CUST03386,Priya Patel,Bengaluru,South,SMB,Organic,2024-02-05
CUST03387,Vivaan Kapoor,Coimbatore,South,SMB,Organic,2024-05-19
CUST03388,Meera Singh,Chennai,South,SMB,Organic,2023-04-08
CUST03389,Ananya Mishra,Delhi,North,SMB,Referral,2024-09-06
CUST03390,Kavya Nair,Mumbai,West,Consumer,Partner,2024-02-07
CUST03391,Aarav Bose,Chennai,South,SMB,Paid Search,2024-12-15
CUST03392,Shreya Joshi,Coimbatore,South,SMB,Referral,2025-05-29
CUST03393,Naveen Naidu,Jaipur,North,Consumer,Paid Search,2023-09-04
CUST03394,Aarav Das,Coimbatore,South,Consumer,Partner,2024-02-15
CUST03395,Kavya Nair,Jaipur,North,SMB,Social,2025-06-14
CUST03396,Divya Reddy,Kolkata,East,Consumer,Social,2023-05-12
CUST03397,Vikram Reddy,Coimbatore,South,Enterprise,Referral,2023-02-08
CUST03398,Vivaan Gupta,Chennai,South,SMB,Referral,2025-05-21
CUST03399,Sanjay Das,Bengaluru,South,Enterprise,Email,2023-02-21
CUST03400,Arjun Patel,Bengaluru,South,SMB,Email,2025-09-21
CUST03401,Arjun Gupta,Ahmedabad,West,Consumer,Organic,2024-06-21
CUST03402,Vikram Shah,Jaipur,North,Enterprise,Organic,2024-07-06
CUST03403,Aarav Das,Jaipur,North,Consumer,Partner,2023-05-15
CUST03404,Rahul Patel,Pune,West,SMB,Email,2025-10-24
CUST03405,Aishwarya Rao,Chennai,South,Enterprise,Email,2025-10-14
CUST03406,Sneha Mishra,Kolkata,East,SMB,Partner,2024-04-03
CUST03407,Karthik Pillai,Bengaluru,South,Enterprise,Referral,2023-09-04
CUST03408,Kavya Chopra,Kolkata,East,Enterprise,Partner,2024-08-22
CUST03409,Divya Verma,Bengaluru,South,Consumer,Paid Search,2024-03-18
CUST03410,Sanjay Patel,Ahmedabad,West,SMB,Referral,2024-06-29
CUST03411,Vikram Nair,Mumbai,West,SMB,Referral,2024-01-10
CUST03412,Shreya Bose,Mumbai,West,Enterprise,Social,2023-08-22
CUST03413,Meera Sharma,Jaipur,North,Consumer,Partner,2024-06-24
CUST03414,Divya Reddy,Hyderabad,South,Consumer,Paid Search,2025-08-14
CUST03415,Shreya Pillai,Chennai,South,Enterprise,Paid Search,2023-08-05
CUST03416,Divya Patel,Bengaluru,South,Consumer,Partner,2023-02-26
CUST03417,Arjun Shah,Delhi,North,Consumer,Paid Search,2025-01-26
CUST03418,Aishwarya Mishra,Jaipur,North,Enterprise,Email,2025-07-07
CUST03419,Arjun Kumar,Hyderabad,South,SMB,Organic,2025-10-28
CUST03420,Sanjay Mishra,Jaipur,North,Consumer,Organic,2025-03-28
CUST03421,Sanjay Shah,Delhi,North,Consumer,Paid Search,2023-09-04
CUST03422,Ananya Mishra,Ahmedabad,West,Enterprise,Partner,2024-04-22
CUST03423,Meera Mishra,Jaipur,North,SMB,Referral,2023-01-24
CUST03424,Rahul Patel,Coimbatore,South,Consumer,Social,2023-04-06
CUST03425,Pooja Das,Kolkata,East,SMB,Partner,2023-07-11
CUST03426,Karthik Verma,Hyderabad,South,Enterprise,Organic,2024-09-05
CUST03427,Kavya Kumar,Jaipur,North,Enterprise,Partner,2023-06-22
CUST03428,Shreya Naidu,Hyderabad,South,Enterprise,Email,2024-07-07
CUST03429,Sneha Kapoor,Hyderabad,South,Enterprise,Email,2023-11-05
CUST03430,Kavya Bose,Ahmedabad,West,Enterprise,Referral,2023-04-13
CUST03431,Vivaan Bose,Delhi,North,SMB,Paid Search,2023-08-30
CUST03432,Aditya Bose,Delhi,North,SMB,Organic,2024-12-27
CUST03433,Vivaan Naidu,Kolkata,East,Enterprise,Partner,2024-05-23
CUST03434,Pooja Rao,Hyderabad,South,Enterprise,Partner,2024-04-04
CUST03435,Kavya Joshi,Pune,West,Consumer,Referral,2025-03-26
CUST03436,Sanjay Patel,Hyderabad,South,Enterprise,Referral,2024-08-02
CUST03437,Kavya Verma,Jaipur,North,Enterprise,Paid Search,2024-06-26
CUST03438,Divya Sharma,Jaipur,North,SMB,Referral,2025-11-13
CUST03439,Rohan Kumar,Delhi,North,SMB,Organic,2023-11-10
CUST03440,Priya Iyer,Coimbatore,South,SMB,Paid Search,2023-11-24
CUST03441,Aishwarya Singh,Pune,West,Enterprise,Referral,2024-07-17
CUST03442,Nisha Reddy,Coimbatore,South,Consumer,Email,2024-03-30
CUST03443,Nisha Verma,Delhi,North,Enterprise,Partner,2025-10-24
CUST03444,Sneha Patel,Mumbai,West,SMB,Paid Search,2024-06-13
CUST03445,Pooja Reddy,Kolkata,East,Enterprise,Referral,2023-05-20
CUST03446,Aarav Chopra,Kolkata,East,Consumer,Organic,2024-09-06
CUST03447,Karthik Iyer,Bengaluru,South,Enterprise,Partner,2024-05-23
CUST03448,Sneha Nair,Pune,West,Consumer,Partner,2025-04-14
CUST03449,Vikram Menon,Bengaluru,South,SMB,Partner,2025-04-14
CUST03450,Priya Nair,Chennai,South,Consumer,Organic,2024-06-05
CUST03451,Nisha Mishra,Pune,West,Consumer,Referral,2024-11-11
CUST03452,Rahul Joshi,Chennai,South,SMB,Social,2025-10-11
CUST03453,Naveen Iyer,Hyderabad,South,Enterprise,Organic,2025-05-28
CUST03454,Vivaan Menon,Pune,West,Enterprise,Social,2024-07-14
CUST03455,Aishwarya Kapoor,Chennai,South,SMB,Organic,2025-08-20
CUST03456,Aditya Mishra,Ahmedabad,West,Consumer,Partner,2024-06-13
CUST03457,Nisha Bose,Jaipur,North,Enterprise,Partner,2023-03-27
CUST03458,Nisha Sharma,Coimbatore,South,SMB,Referral,2023-10-25
CUST03459,Naveen Kumar,Bengaluru,South,SMB,Social,2025-04-27
CUST03460,Arjun Singh,Coimbatore,South,SMB,Email,2024-01-14
CUST03461,Kavya Gupta,Kolkata,East,Enterprise,Referral,2024-05-24
CUST03462,Kavya Chopra,Jaipur,North,Enterprise,Referral,2024-09-30
CUST03463,Kavya Bose,Coimbatore,South,SMB,Partner,2023-07-04
CUST03464,Priya Bose,Pune,West,SMB,Social,2023-04-11
CUST03465,Arjun Chopra,Bengaluru,South,Consumer,Partner,2024-01-05
CUST03466,Pooja Joshi,Chennai,South,Consumer,Partner,2025-02-20
CUST03467,Ananya Iyer,Chennai,South,Consumer,Referral,2023-06-10
CUST03468,Vivaan Singh,Kolkata,East,Enterprise,Email,2025-03-19
CUST03469,Divya Das,Mumbai,West,Consumer,Referral,2023-09-15
CUST03470,Shreya Bose,Bengaluru,South,SMB,Social,2025-02-01
CUST03471,Vivaan Verma,Jaipur,North,SMB,Organic,2023-04-11
CUST03472,Sneha Bose,Chennai,South,SMB,Paid Search,2024-09-03
CUST03473,Aishwarya Gupta,Coimbatore,South,Consumer,Organic,2024-08-23
CUST03474,Kavya Gupta,Kolkata,East,Enterprise,Email,2025-06-09
CUST03475,Pooja Kapoor,Kolkata,East,Consumer,Social,2025-06-11
CUST03476,Rahul Sharma,Delhi,North,SMB,Social,2025-05-17
CUST03477,Pooja Pillai,Pune,West,SMB,Email,2023-03-01
CUST03478,Meera Rao,Jaipur,North,SMB,Paid Search,2024-01-29
CUST03479,Sneha Sharma,Coimbatore,South,SMB,Paid Search,2024-05-11
CUST03480,Naveen Verma,Pune,West,SMB,Paid Search,2024-01-13
CUST03481,Priya Rao,Kolkata,East,Consumer,Organic,2025-03-23
CUST03482,Sneha Chopra,Pune,West,SMB,Paid Search,2023-04-20
CUST03483,Divya Nair,Chennai,South,Consumer,Organic,2023-12-25
CUST03484,Sanjay Nair,Hyderabad,South,SMB,Referral,2025-09-06
CUST03485,Sanjay Verma,Ahmedabad,West,Consumer,Social,2023-05-18
CUST03486,Aarav Iyer,Kolkata,East,Consumer,Paid Search,2024-07-29
CUST03487,Aditya Joshi,Bengaluru,South,Enterprise,Social,2025-03-06
CUST03488,Aarav Shah,Chennai,South,Consumer,Organic,2025-08-29
CUST03489,Shreya Verma,Jaipur,North,SMB,Partner,2025-10-09
CUST03490,Rohan Menon,Coimbatore,South,Consumer,Paid Search,2025-01-03
CUST03491,Aarav Gupta,Ahmedabad,West,SMB,Paid Search,2025-04-16
CUST03492,Rahul Kapoor,Delhi,North,Consumer,Paid Search,2023-08-16
CUST03493,Vivaan Menon,Hyderabad,South,Enterprise,Social,2024-04-13
CUST03494,Priya Singh,Ahmedabad,West,SMB,Social,2025-03-01
CUST03495,Vivaan Pillai,Coimbatore,South,Enterprise,Social,2023-12-12
CUST03496,Naveen Mishra,Pune,West,Consumer,Social,2023-09-19
CUST03497,Nisha Singh,Bengaluru,South,Enterprise,Social,2024-06-02
CUST03498,Naveen Patel,Pune,West,Consumer,Partner,2025-05-29
CUST03499,Sanjay Joshi,Delhi,North,SMB,Partner,2025-08-14
CUST03500,Rohan Menon,Pune,West,Consumer,Organic,2023-10-14
CUST03501,Rohan Pillai,Mumbai,West,SMB,Email,2025-10-03
CUST03502,Aditya Pillai,Jaipur,North,SMB,Referral,2024-02-27
CUST03503,Sanjay Nair,Mumbai,West,SMB,Paid Search,2023-03-04
CUST03504,Nisha Shah,Mumbai,West,SMB,Partner,2023-12-14
CUST03505,Pooja Joshi,Bengaluru,South,Enterprise,Organic,2023-05-05
CUST03506,Sneha Verma,Bengaluru,South,Consumer,Organic,2024-06-06
CUST03507,Karthik Patel,Pune,West,SMB,Email,2024-04-15
CUST03508,Nisha Mishra,Pune,West,Consumer,Social,2024-04-14
CUST03509,Vikram Rao,Pune,West,Consumer,Organic,2023-08-01
CUST03510,Aditya Verma,Coimbatore,South,SMB,Referral,2025-10-31
CUST03511,Shreya Kumar,Delhi,North,SMB,Social,2023-12-19
CUST03512,Naveen Gupta,Delhi,North,Enterprise,Social,2024-06-19
CUST03513,Divya Patel,Delhi,North,Enterprise,Paid Search,2025-01-10
CUST03514,Pooja Chopra,Bengaluru,South,Enterprise,Paid Search,2025-07-11
CUST03515,Arjun Sharma,Coimbatore,South,Enterprise,Partner,2024-10-18
CUST03516,Sneha Iyer,Mumbai,West,Consumer,Email,2025-07-23
CUST03517,Shreya Gupta,Coimbatore,South,Enterprise,Partner,2025-03-01
CUST03518,Aishwarya Bose,Jaipur,North,SMB,Email,2023-11-14
CUST03519,Vivaan Rao,Jaipur,North,SMB,Referral,2023-09-30
CUST03520,Arjun Gupta,Ahmedabad,West,SMB,Partner,2023-10-09
CUST03521,Kavya Singh,Delhi,North,Consumer,Organic,2025-02-19
CUST03522,Rahul Gupta,Delhi,North,Consumer,Paid Search,2024-04-08
CUST03523,Meera Nair,Jaipur,North,Enterprise,Paid Search,2024-05-02
CUST03524,Arjun Reddy,Jaipur,North,Consumer,Partner,2025-10-20
CUST03525,Kavya Nair,Chennai,South,Enterprise,Paid Search,2023-12-20
CUST03526,Shreya Patel,Coimbatore,South,Enterprise,Email,2024-03-10
CUST03527,Rohan Iyer,Hyderabad,South,Consumer,Organic,2023-01-31
CUST03528,Vikram Nair,Hyderabad,South,Consumer,Organic,2023-05-10
CUST03529,Kavya Pillai,Coimbatore,South,SMB,Referral,2023-08-23
CUST03530,Aarav Mishra,Chennai,South,Enterprise,Email,2025-09-11
CUST03531,Arjun Sharma,Kolkata,East,Enterprise,Organic,2024-08-28
CUST03532,Ananya Verma,Mumbai,West,Consumer,Social,2023-05-07
CUST03533,Nisha Rao,Mumbai,West,SMB,Partner,2024-05-14
CUST03534,Aishwarya Mishra,Bengaluru,South,Consumer,Referral,2024-07-19
CUST03535,Nisha Reddy,Kolkata,East,Consumer,Social,2024-09-25
CUST03536,Aishwarya Das,Kolkata,East,Enterprise,Organic,2023-03-13
CUST03537,Karthik Sharma,Chennai,South,SMB,Referral,2024-01-09
CUST03538,Ananya Gupta,Chennai,South,SMB,Partner,2025-02-15
CUST03539,Aditya Das,Ahmedabad,West,Consumer,Partner,2023-04-05
CUST03540,Divya Verma,Kolkata,East,SMB,Social,2023-07-08
CUST03541,Aarav Verma,Bengaluru,South,SMB,Social,2023-06-27
CUST03542,Vikram Rao,Bengaluru,South,Consumer,Referral,2024-10-25
CUST03543,Kavya Chopra,Bengaluru,South,Enterprise,Social,2025-08-19
CUST03544,Shreya Chopra,Chennai,South,Consumer,Social,2024-02-03
CUST03545,Divya Shah,Kolkata,East,Consumer,Social,2023-10-16
CUST03546,Nisha Bose,Kolkata,East,Enterprise,Email,2025-04-09
CUST03547,Kavya Chopra,Hyderabad,South,SMB,Organic,2024-04-24
CUST03548,Divya Shah,Coimbatore,South,Enterprise,Email,2023-08-31
CUST03549,Shreya Naidu,Ahmedabad,West,Enterprise,Organic,2025-01-15
CUST03550,Ananya Bose,Chennai,South,SMB,Paid Search,2025-01-13
CUST03551,Aditya Bose,Ahmedabad,West,SMB,Referral,2023-02-17
CUST03552,Vikram Reddy,Jaipur,North,Consumer,Organic,2023-09-29
CUST03553,Ananya Pillai,Kolkata,East,Enterprise,Email,2024-01-18
CUST03554,Aarav Rao,Kolkata,East,Consumer,Email,2023-01-12
CUST03555,Ananya Reddy,Jaipur,North,Consumer,Referral,2025-01-09
CUST03556,Shreya Das,Pune,West,Consumer,Referral,2025-09-23
CUST03557,Sanjay Kumar,Ahmedabad,West,Enterprise,Partner,2023-10-10
CUST03558,Sanjay Verma,Ahmedabad,West,Enterprise,Paid Search,2023-06-02
CUST03559,Nisha Shah,Bengaluru,South,Consumer,Social,2023-07-08
CUST03560,Aishwarya Verma,Jaipur,North,Consumer,Referral,2024-06-29
CUST03561,Rahul Reddy,Hyderabad,South,Enterprise,Referral,2024-11-15
CUST03562,Aishwarya Kumar,Coimbatore,South,SMB,Organic,2024-06-25
CUST03563,Naveen Reddy,Pune,West,Consumer,Email,2024-12-10
CUST03564,Ananya Naidu,Delhi,North,Consumer,Social,2025-06-10
CUST03565,Rohan Sharma,Coimbatore,South,Enterprise,Paid Search,2023-09-16
CUST03566,Pooja Sharma,Pune,West,Enterprise,Email,2023-02-06
CUST03567,Aditya Verma,Chennai,South,Consumer,Partner,2024-12-01
CUST03568,Naveen Patel,Kolkata,East,SMB,Paid Search,2024-03-08
CUST03569,Naveen Naidu,Hyderabad,South,Consumer,Email,2023-11-30
CUST03570,Sneha Das,Coimbatore,South,Enterprise,Social,2023-01-11
CUST03571,Aditya Naidu,Chennai,South,Enterprise,Partner,2024-01-10
CUST03572,Naveen Pillai,Hyderabad,South,Consumer,Organic,2023-10-07
CUST03573,Aditya Verma,Kolkata,East,Enterprise,Social,2023-01-13
CUST03574,Aditya Patel,Ahmedabad,West,SMB,Email,2023-05-01
CUST03575,Arjun Bose,Bengaluru,South,SMB,Organic,2023-12-31
CUST03576,Arjun Kumar,Ahmedabad,West,SMB,Paid Search,2025-05-25
CUST03577,Vivaan Joshi,Bengaluru,South,Consumer,Referral,2023-04-20
CUST03578,Rohan Menon,Jaipur,North,Consumer,Organic,2025-08-04
CUST03579,Divya Bose,Bengaluru,South,SMB,Partner,2023-01-31
CUST03580,Pooja Gupta,Chennai,South,Enterprise,Partner,2023-06-27
CUST03581,Aishwarya Rao,Coimbatore,South,Enterprise,Partner,2024-11-01
CUST03582,Vikram Reddy,Delhi,North,Enterprise,Email,2025-08-17
CUST03583,Aishwarya Shah,Kolkata,East,Enterprise,Paid Search,2025-04-24
CUST03584,Rohan Chopra,Pune,West,SMB,Social,2025-08-25
CUST03585,Divya Kumar,Bengaluru,South,Enterprise,Partner,2023-10-17
CUST03586,Karthik Rao,Ahmedabad,West,Enterprise,Organic,2024-03-12
CUST03587,Vivaan Gupta,Bengaluru,South,SMB,Organic,2023-11-11
CUST03588,Nisha Chopra,Pune,West,SMB,Paid Search,2024-01-11
CUST03589,Meera Rao,Bengaluru,South,Consumer,Partner,2025-01-07
CUST03590,Naveen Mishra,Ahmedabad,West,Consumer,Social,2023-11-07
CUST03591,Shreya Patel,Kolkata,East,SMB,Social,2025-06-10
CUST03592,Divya Pillai,Chennai,South,Consumer,Email,2024-03-24
CUST03593,Sanjay Shah,Delhi,North,Enterprise,Paid Search,2024-09-13
CUST03594,Priya Singh,Hyderabad,South,SMB,Partner,2024-09-02
CUST03595,Rohan Shah,Kolkata,East,Consumer,Social,2024-11-15
CUST03596,Meera Pillai,Chennai,South,SMB,Partner,2023-04-13
CUST03597,Ananya Pillai,Kolkata,East,Enterprise,Social,2024-12-22
CUST03598,Ananya Verma,Bengaluru,South,Consumer,Paid Search,2024-01-10
CUST03599,Sneha Patel,Chennai,South,Enterprise,Social,2024-10-26
CUST03600,Vivaan Naidu,Bengaluru,South,Enterprise,Partner,2024-09-25
CUST03601,Sneha Iyer,Chennai,South,Consumer,Organic,2023-06-20
CUST03602,Meera Mishra,Bengaluru,South,SMB,Organic,2023-02-09
CUST03603,Priya Rao,Hyderabad,South,Enterprise,Referral,2025-03-07
CUST03604,Rahul Nair,Chennai,South,Enterprise,Organic,2025-04-11
CUST03605,Ananya Singh,Jaipur,North,SMB,Social,2023-06-20
CUST03606,Aarav Kumar,Hyderabad,South,Enterprise,Paid Search,2024-01-09
CUST03607,Priya Bose,Ahmedabad,West,SMB,Organic,2023-01-22
CUST03608,Divya Patel,Hyderabad,South,Consumer,Social,2023-08-16
CUST03609,Karthik Nair,Pune,West,SMB,Partner,2024-06-15
CUST03610,Sneha Das,Ahmedabad,West,Consumer,Referral,2024-08-01
CUST03611,Pooja Iyer,Chennai,South,SMB,Partner,2024-01-27
CUST03612,Meera Chopra,Hyderabad,South,Enterprise,Organic,2024-12-25
CUST03613,Ananya Sharma,Jaipur,North,Consumer,Partner,2023-05-15
CUST03614,Aarav Verma,Chennai,South,SMB,Partner,2024-03-18
CUST03615,Aarav Menon,Delhi,North,Enterprise,Email,2023-08-31
CUST03616,Naveen Joshi,Chennai,South,Consumer,Organic,2024-03-15
CUST03617,Vivaan Mishra,Kolkata,East,Enterprise,Partner,2024-08-05
CUST03618,Aditya Shah,Bengaluru,South,SMB,Partner,2023-07-12
CUST03619,Priya Chopra,Mumbai,West,Enterprise,Paid Search,2025-01-05
CUST03620,Vikram Joshi,Pune,West,Enterprise,Email,2024-11-28
CUST03621,Vivaan Joshi,Hyderabad,South,SMB,Organic,2023-03-10
CUST03622,Divya Naidu,Chennai,South,Enterprise,Email,2023-01-27
CUST03623,Kavya Bose,Chennai,South,SMB,Email,2023-05-01
CUST03624,Nisha Verma,Bengaluru,South,Enterprise,Referral,2025-09-04
CUST03625,Vivaan Singh,Delhi,North,SMB,Email,2024-06-30
CUST03626,Karthik Menon,Hyderabad,South,Enterprise,Social,2024-09-20
CUST03627,Ananya Singh,Jaipur,North,Consumer,Organic,2025-03-15
CUST03628,Meera Verma,Ahmedabad,West,Consumer,Social,2024-11-02
CUST03629,Karthik Nair,Chennai,South,Enterprise,Social,2023-01-23
CUST03630,Pooja Menon,Bengaluru,South,SMB,Social,2024-06-06
CUST03631,Kavya Nair,Hyderabad,South,SMB,Organic,2025-07-29
CUST03632,Naveen Nair,Coimbatore,South,Enterprise,Organic,2024-01-18
CUST03633,Rohan Singh,Jaipur,North,Consumer,Social,2024-11-08
CUST03634,Aditya Sharma,Bengaluru,South,Enterprise,Organic,2023-03-23
CUST03635,Vivaan Joshi,Kolkata,East,Consumer,Organic,2025-04-27
CUST03636,Naveen Singh,Coimbatore,South,Consumer,Paid Search,2023-08-27
CUST03637,Kavya Verma,Bengaluru,South,SMB,Paid Search,2023-10-06
CUST03638,Aarav Rao,Jaipur,North,Enterprise,Social,2025-07-23
CUST03639,Aishwarya Shah,Pune,West,Enterprise,Referral,2024-10-24
CUST03640,Rahul Kumar,Jaipur,North,Consumer,Email,2025-05-17
CUST03641,Rahul Verma,Delhi,North,Consumer,Paid Search,2024-05-07
CUST03642,Rahul Sharma,Kolkata,East,Enterprise,Paid Search,2025-07-26
CUST03643,Ananya Mishra,Pune,West,Consumer,Organic,2024-06-07
CUST03644,Meera Sharma,Ahmedabad,West,Enterprise,Email,2023-09-16
CUST03645,Meera Iyer,Chennai,South,Consumer,Social,2023-11-28
CUST03646,Nisha Sharma,Mumbai,West,Consumer,Paid Search,2025-06-02
CUST03647,Arjun Chopra,Hyderabad,South,Enterprise,Partner,2023-12-17
CUST03648,Ananya Mishra,Bengaluru,South,Consumer,Email,2025-09-28
CUST03649,Ananya Bose,Chennai,South,Consumer,Referral,2023-08-06
CUST03650,Shreya Kapoor,Bengaluru,South,Consumer,Email,2025-01-30
CUST03651,Nisha Shah,Pune,West,Consumer,Partner,2024-10-02
CUST03652,Meera Naidu,Jaipur,North,Consumer,Partner,2023-07-12
CUST03653,Nisha Mishra,Kolkata,East,Consumer,Partner,2023-04-14
CUST03654,Vikram Naidu,Pune,West,Enterprise,Partner,2024-03-18
CUST03655,Nisha Verma,Bengaluru,South,Enterprise,Paid Search,2025-11-07
CUST03656,Pooja Nair,Jaipur,North,Enterprise,Social,2024-11-10
CUST03657,Vivaan Iyer,Delhi,North,Enterprise,Paid Search,2023-12-11
CUST03658,Rahul Sharma,Ahmedabad,West,Consumer,Paid Search,2024-03-13
CUST03659,Sanjay Shah,Jaipur,North,Consumer,Partner,2024-04-13
CUST03660,Rohan Patel,Hyderabad,South,SMB,Organic,2024-07-22
CUST03661,Pooja Gupta,Delhi,North,Enterprise,Paid Search,2023-09-27
CUST03662,Arjun Kumar,Coimbatore,South,SMB,Social,2024-02-06
CUST03663,Rohan Sharma,Chennai,South,Consumer,Organic,2024-03-01
CUST03664,Naveen Reddy,Chennai,South,Consumer,Paid Search,2023-09-25
CUST03665,Pooja Joshi,Ahmedabad,West,Consumer,Partner,2023-07-31
CUST03666,Ananya Menon,Mumbai,West,Consumer,Paid Search,2025-10-27
CUST03667,Divya Das,Bengaluru,South,Consumer,Referral,2024-06-03
CUST03668,Karthik Sharma,Kolkata,East,Enterprise,Organic,2024-12-06
CUST03669,Vikram Pillai,Jaipur,North,SMB,Referral,2024-12-29
CUST03670,Aishwarya Iyer,Kolkata,East,Enterprise,Email,2024-04-04
CUST03671,Aditya Sharma,Hyderabad,South,Enterprise,Paid Search,2023-07-03
CUST03672,Aditya Naidu,Kolkata,East,SMB,Referral,2023-03-25
CUST03673,Aishwarya Mishra,Hyderabad,South,Consumer,Organic,2023-03-01
CUST03674,Vikram Shah,Delhi,North,SMB,Organic,2025-03-03
CUST03675,Rahul Reddy,Kolkata,East,Enterprise,Organic,2024-02-20
CUST03676,Divya Naidu,Bengaluru,South,Consumer,Email,2023-04-25
CUST03677,Kavya Shah,Pune,West,SMB,Referral,2025-03-16
CUST03678,Vivaan Verma,Ahmedabad,West,Consumer,Partner,2025-03-17
CUST03679,Aditya Bose,Hyderabad,South,Enterprise,Referral,2025-01-11
CUST03680,Vivaan Rao,Pune,West,Enterprise,Social,2024-06-05
CUST03681,Vivaan Pillai,Delhi,North,SMB,Referral,2024-02-07
CUST03682,Sneha Menon,Delhi,North,Enterprise,Paid Search,2025-05-03
CUST03683,Aarav Rao,Pune,West,Enterprise,Email,2025-02-10
CUST03684,Meera Menon,Hyderabad,South,Consumer,Paid Search,2025-02-28
CUST03685,Divya Iyer,Hyderabad,South,Consumer,Social,2023-10-28
CUST03686,Karthik Kapoor,Delhi,North,Enterprise,Paid Search,2024-12-04
CUST03687,Priya Gupta,Coimbatore,South,Enterprise,Paid Search,2023-07-27
CUST03688,Shreya Patel,Coimbatore,South,Enterprise,Partner,2025-10-06
CUST03689,Sneha Iyer,Jaipur,North,Enterprise,Email,2025-04-14
CUST03690,Vikram Rao,Hyderabad,South,Enterprise,Organic,2025-02-17
CUST03691,Vikram Menon,Delhi,North,Enterprise,Social,2024-05-05
CUST03692,Sanjay Pillai,Hyderabad,South,Consumer,Social,2023-04-28
CUST03693,Nisha Singh,Pune,West,Consumer,Paid Search,2024-06-17
CUST03694,Vivaan Singh,Mumbai,West,Consumer,Organic,2025-01-19
CUST03695,Pooja Verma,Coimbatore,South,Consumer,Social,2024-06-30
CUST03696,Meera Verma,Pune,West,Enterprise,Email,2024-07-04
CUST03697,Priya Pillai,Ahmedabad,West,SMB,Email,2024-07-03
CUST03698,Karthik Joshi,Pune,West,Consumer,Referral,2025-01-29
CUST03699,Pooja Gupta,Jaipur,North,SMB,Referral,2025-10-26
CUST03700,Aditya Kapoor,Kolkata,East,Consumer,Social,2023-09-17
CUST03701,Rahul Das,Bengaluru,South,SMB,Social,2023-02-15
CUST03702,Aarav Bose,Coimbatore,South,SMB,Email,2024-09-19
CUST03703,Aditya Das,Coimbatore,South,Consumer,Referral,2023-10-20
CUST03704,Ananya Bose,Pune,West,SMB,Referral,2024-09-10
CUST03705,Rahul Iyer,Ahmedabad,West,Consumer,Organic,2025-07-17
CUST03706,Rohan Singh,Delhi,North,SMB,Partner,2023-09-01
CUST03707,Rahul Verma,Delhi,North,Consumer,Social,2023-04-18
CUST03708,Nisha Bose,Delhi,North,Consumer,Paid Search,2023-11-19
CUST03709,Arjun Rao,Kolkata,East,SMB,Social,2024-03-13
CUST03710,Meera Bose,Chennai,South,SMB,Paid Search,2025-07-26
CUST03711,Arjun Sharma,Mumbai,West,Consumer,Email,2023-09-07
CUST03712,Shreya Joshi,Ahmedabad,West,Consumer,Paid Search,2023-09-04
CUST03713,Ananya Shah,Bengaluru,South,SMB,Organic,2024-07-29
CUST03714,Rahul Menon,Pune,West,SMB,Partner,2024-07-26
CUST03715,Divya Mishra,Hyderabad,South,SMB,Social,2024-06-30
CUST03716,Vivaan Iyer,Ahmedabad,West,SMB,Paid Search,2023-12-02
CUST03717,Shreya Kapoor,Chennai,South,SMB,Partner,2023-10-30
CUST03718,Meera Pillai,Mumbai,West,SMB,Paid Search,2025-05-30
CUST03719,Priya Kapoor,Kolkata,East,Consumer,Paid Search,2025-08-16
CUST03720,Arjun Gupta,Chennai,South,Consumer,Partner,2023-04-06
CUST03721,Rohan Pillai,Pune,West,Enterprise,Organic,2023-02-20
CUST03722,Priya Mishra,Pune,West,Enterprise,Organic,2023-03-16
CUST03723,Rohan Naidu,Chennai,South,Enterprise,Paid Search,2023-09-20
CUST03724,Sanjay Nair,Bengaluru,South,SMB,Referral,2024-02-04
CUST03725,Divya Sharma,Bengaluru,South,Enterprise,Social,2024-04-09
CUST03726,Arjun Menon,Jaipur,North,SMB,Email,2023-06-27
CUST03727,Rahul Patel,Ahmedabad,West,Consumer,Organic,2024-02-10
CUST03728,Sneha Joshi,Kolkata,East,SMB,Partner,2023-11-12
CUST03729,Kavya Nair,Coimbatore,South,Enterprise,Organic,2024-01-17
CUST03730,Pooja Singh,Jaipur,North,SMB,Paid Search,2025-02-03
CUST03731,Ananya Menon,Jaipur,North,Consumer,Paid Search,2023-12-13
CUST03732,Meera Singh,Hyderabad,South,Enterprise,Email,2024-01-25
CUST03733,Sneha Chopra,Coimbatore,South,Consumer,Organic,2024-08-11
CUST03734,Pooja Singh,Pune,West,SMB,Paid Search,2023-09-22
CUST03735,Divya Kapoor,Mumbai,West,Consumer,Email,2024-12-17
CUST03736,Pooja Verma,Chennai,South,Consumer,Organic,2025-07-29
CUST03737,Shreya Nair,Chennai,South,SMB,Email,2025-10-16
CUST03738,Shreya Nair,Bengaluru,South,Consumer,Referral,2023-03-21
CUST03739,Aarav Naidu,Bengaluru,South,Consumer,Paid Search,2025-03-22
CUST03740,Ananya Shah,Bengaluru,South,Consumer,Email,2024-01-10
CUST03741,Pooja Kapoor,Bengaluru,South,Enterprise,Social,2024-06-12
CUST03742,Pooja Menon,Kolkata,East,SMB,Referral,2024-06-21
